Name,Platform,Year,Genre,Publisher
Mucha Lucha! Mascaritas of the Lost Code,GBA,2003,Fighting,Ubisoft
Blood Drive,PS3,2010,Racing,Activision
Just Dance: Disney Party 2,X360,2015,Action,Ubisoft
Rugby World Cup 2015,PS3,2015,Sports,Ubisoft
Exhibition Volume 4,XB,2003,Misc,Microsoft Game Studios
Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft
Disney's Donald Duck Advance,GBA,2001,Platform,Ubisoft
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo
Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft
DS Uranai Seikatsu,DS,2009,Misc,Nintendo
Pitfall: The Lost Expedition,GBA,2003,Platform,Activision
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft
Alexi Lalas International Soccer,PS,1998,Sports,Take-Two Interactive
Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000,Sports,Nintendo
Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo
Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios
Open Season,Wii,2006,Platform,Ubisoft
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsoft Game Studios
MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive
Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft
NHL 2K9,Wii,2008,Sports,Take-Two Interactive
Battleborn,PC,2016,Shooter,Take-Two Interactive
Cut the Rope,3DS,2014,Puzzle,Activision
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005,Platform,Ubisoft
Jake Power: Handyman,DS,2008,Adventure,Ubisoft
Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision
Assassin's Creed: Rogue,PC,2015,Action,Ubisoft
Pitfall: The Lost Expedition,XB,2004,Platform,Activision
Xbox Live Arcade Unplugged Volume 1,X360,2006,Misc,Microsoft Game Studios
Generator Rex: Agent of Providence,DS,2011,Action,Activision
Famicom Mini: Wrecking Crew,GBA,2004,Puzzle,Nintendo
Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft
Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision
Sudoku Fever,GBA,2006,Puzzle,Take-Two Interactive
Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft
Mario Tennis,Wii,2010,Sports,Nintendo
Secret Service: Ultimate Sacrifice,PS2,2008,Action,Activision
Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision
Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision
James Bond 007: Blood Stone,DS,2010,Shooter,Activision
Imagine: Gymnast,DS,2008,Simulation,Ubisoft
Kanji Sonomama DS Rakubiki Jiten,DS,2006,Misc,Nintendo
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft
Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft
Major League Baseball 2K10,PSP,2010,Sports,Take-Two Interactive
Rapala Pro Bass Fishing 2010,PSP,2010,Sports,Activision
X-Men: The Official Game,GBA,2006,Action,Activision
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios
Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision
Petz: Hamsterz Bunch,PSP,2009,Simulation,Ubisoft
Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision
Tokobot,PSP,2005,Platform,Take-Two Interactive
Wings of War,XB,2004,Simulation,Take-Two Interactive
Jam Sessions 2,DS,2009,Misc,Ubisoft
187: Ride or Die,XB,2005,Racing,Ubisoft
World Poker Tour,XB,2005,Misc,Take-Two Interactive
Miami Vice: The Game,PSP,2006,Shooter,Activision
Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft
Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo
Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft
Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft
Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios
Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft
Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft
Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios
The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft
Blur,PC,2010,Racing,Activision
Generator Rex: Agent of Providence,X360,2011,Action,Activision
Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios
Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision
Call of Duty 2,PC,2005,Shooter,Activision
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision
Devil's Third,WiiU,2015,Action,Nintendo
DreamWorks Super Star Kartz,X360,2011,Racing,Activision
Puzzler Collection,Wii,2008,Puzzle,Ubisoft
Cold Fear,XB,2005,Action,Ubisoft
Imagine: Cheerleader,DS,2009,Simulation,Ubisoft
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive
X-Men: Destiny,DS,2011,Action,Activision
Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft
Salt Lake 2002,GBA,2002,Sports,Ubisoft
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft
World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision
Serious Sam II,XB,2005,Shooter,Take-Two Interactive
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft
Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo
My Fitness Coach: Club,Wii,2011,Sports,Ubisoft
S.C.A.R.S,N64,1998,Racing,Ubisoft
Worms Blast,GC,2002,Puzzle,Ubisoft
Destiny: The Collection,PS4,2016,Shooter,Activision
Gun Showdown,PSP,2006,Action,Activision
Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios
Little League World Series Baseball 2008,DS,2008,Sports,Activision
Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios
JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive
Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios
Imagine: Resort Owner,DS,2010,Strategy,Ubisoft
TrackMania Turbo,XOne,2016,Action,Ubisoft
Kelly Slater's Pro Surfer,GC,2002,Sports,Activision
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo
Petz Bunnyz Bunch,DS,2011,Simulation,Ubisoft
Call of Duty: The War Collection,X360,2010,Shooter,Activision
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision
Myst III: Exile,XB,2002,Adventure,Ubisoft
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft
MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive
Real Soccer 2009,DS,2008,Sports,Ubisoft
The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision
Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft
Lost Kingdoms II,GC,2003,Role-Playing,Activision
Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision
Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,Nintendo
Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft
Imagine: Party Planner,DS,2009,Simulation,Ubisoft
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision
Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,Activision
Activision Hits: Remixed,PSP,2006,Misc,Activision
Worms World Party,GBA,2002,Strategy,Ubisoft
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft
NBA 2K17,X360,2016,Sports,Take-Two Interactive
Jake Power: Policeman,DS,2008,Adventure,Ubisoft
Medabots: Infinity,GC,2003,Role-Playing,Ubisoft
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft
Animal Planet: Vet Collection,DS,2010,Simulation,Activision
Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft
Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision
TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft
ZombiU,PS4,2016,Action,Ubisoft
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision
Dragon's Lair 3D: Return to the Lair,XB,2002,Platform,Ubisoft
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive
Myst IV: Revelation,XB,2005,Adventure,Ubisoft
Culdcept Revolt,3DS,2016,Strategy,Nintendo
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft
Disney's PK: Out of the Shadows,GC,2002,Platform,Ubisoft
Rally Fusion: Race of Champions,XB,2002,Racing,Activision
The BIGS 2,DS,2009,Sports,Take-Two Interactive
SpongeBob: HeroPants,PSV,2015,Platform,Activision
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007,Simulation,Microsoft Game Studios
Mawashite Tsunageru Touch Panic,DS,2006,Puzzle,Nintendo
Batman: Gotham City Racer,PS,2001,Racing,Ubisoft
Top Spin 2,DS,2006,Sports,Take-Two Interactive
Imagine: Artist,DS,2009,Misc,Ubisoft
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005,Adventure,Activision
Child of Light,PS4,2014,Role-Playing,Ubisoft
Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo
Monster 4x4: Masters of Metal,GC,2003,Racing,Ubisoft
Lips: Deutsche Partyknaller,X360,2009,Misc,Microsoft Game Studios
All Star Tennis 99,N64,1999,Sports,Ubisoft
The Lost Vikings,GBA,2003,Puzzle,Activision
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft
Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios
Freelancer,PC,2003,Simulation,Microsoft Game Studios
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision
QUIZ PARTY,Wii,2012,Misc,Nintendo
MTX Mototrax,PSP,2006,Racing,Activision
Major League Baseball 2K11,PS2,2011,Sports,Take-Two Interactive
Super Bust-A-Move,GBA,2001,Puzzle,Ubisoft
StarCraft,PC,1998,Strategy,Activision
NBA 2K17,PS3,2016,Sports,Take-Two Interactive
Rock 'N Roll Racing,GBA,2003,Racing,Activision
Far Cry,PC,2004,Shooter,Ubisoft
American Chopper 2: Full Throttle,GC,2005,Racing,Activision
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios
Cesar Millan's Dog Whisperer,DS,2008,Simulation,Ubisoft
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft
Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios
Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios
Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,Activision
Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios
Galaxy Racers,DS,2010,Racing,Ubisoft
Fast & Furious: Showdown,X360,2013,Action,Activision
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft
TMNT,DS,2007,Action,Ubisoft
Mafia,PC,2002,Action,Take-Two Interactive
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision
Monster Jam: Maximum Destruction,GC,2002,Racing,Ubisoft
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive
Rugby World Cup 2015,X360,2015,Sports,Ubisoft
Wolfenstein,PC,2009,Shooter,Activision
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision
Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo
Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft
Avatar: The Game,PC,2009,Action,Ubisoft
Activision Anthology,GBA,2003,Misc,Activision
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision
National Geographic Panda (US sales),DS,2008,Simulation,Ubisoft
Rapala Trophies,PSP,2006,Sports,Activision
The Hustle: Detroit Streets,PS2,2006,Sports,Activision
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft
Tom Clancy's HAWX,PC,2009,Action,Ubisoft
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft
Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo
Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft
Chessmaster,GBA,2002,Misc,Ubisoft
The Invincible Iron Man,GBA,2002,Action,Activision
Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo
Platinum Sudoku,DS,2007,Puzzle,Ubisoft
NCIS,PC,2011,Adventure,Ubisoft
Torino 2006,XB,2006,Sports,Take-Two Interactive
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo
World Poker Tour,PSP,2006,Misc,Take-Two Interactive
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft
Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive
Horses 3D,3DS,2012,Misc,Ubisoft
Rise of Nations,PC,2003,Strategy,Microsoft Game Studios
XCOM 2,PS4,2016,Strategy,Take-Two Interactive
Shattered Union,XB,2005,Strategy,Take-Two Interactive
Mat Hoffman's Pro BMX 2,GC,2002,Sports,Activision
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive
Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive
Monaco Grand Prix,N64,1999,Racing,Ubisoft
Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ubisoft
Mike Tyson Boxing,GBA,2002,Sports,Ubisoft
Jojo's Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft
Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive
Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft
Surf's Up,PS3,2007,Sports,Ubisoft
The Da Vinci Code,XB,2006,Action,Take-Two Interactive
Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo
Brothers In Arms DS,DS,2007,Shooter,Ubisoft
Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft
The Movies,PC,2005,Simulation,Activision
Dora's Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive
Sid Meier's Railroads!,PC,2006,Simulation,Take-Two Interactive
Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios
Famicom Remix Best Choice,3DS,2015,Action,Nintendo
Sleepover Party,Wii,2009,Misc,Ubisoft
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft
Rabbids Land,WiiU,2012,Misc,Ubisoft
Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive
Doom II: Hell on Earth,GBA,2002,Shooter,Activision
Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,Activision
Real Soccer 2008,DS,2007,Sports,Ubisoft
Magical Starsign (JP sales),DS,2006,Role-Playing,Nintendo
The Sum of All Fears,GBA,2002,Shooter,Ubisoft
Minority Report: Everybody Runs,GBA,2002,Action,Activision
Rugby World Cup 2015,PSV,2015,Sports,Ubisoft
Scaler,GC,2004,Platform,Take-Two Interactive
Destiny: The Collection,XOne,2016,Shooter,Activision
Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios
Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft
Flow: Urban Dance Uprising,PS2,2005,Misc,Ubisoft
World in Conflict: Complete Edition,PC,2009,Strategy,Ubisoft
DarkStar One,PC,2006,Simulation,Ubisoft
Cook Wars,Wii,2009,Misc,Ubisoft
Petz: Catz Playground,DS,2010,Simulation,Ubisoft
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft
Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision
Might & Magic X: Legacy,PC,2014,Role-Playing,Ubisoft
Fast & Furious: Showdown,PS3,2013,Action,Activision
Alienators: Evolution Continues,GBA,2001,Action,Activision
World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,Misc,Activision
Rapala Tournament Fishing!,X360,2006,Sports,Activision
Prey,PC,2006,Shooter,Take-Two Interactive
Cabela's Dangerous Hunts 2,GC,2005,Sports,Activision
SpongeBob: HeroPants,3DS,2015,Platform,Activision
"Crouching Tiger, Hidden Dragon",GBA,2003,Action,Ubisoft
Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios
Zoo Tycoon,PC,2001,Strategy,Microsoft Game Studios
Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft
Astonishia Story,PSP,2006,Role-Playing,Ubisoft
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision
Electroplankton,DS,2005,Misc,Nintendo
Cabela's Outdoor Adventures,GC,2005,Sports,Activision
Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft
The Sum of All Fears,GC,2003,Shooter,Ubisoft
Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft
Trials Fusion,PC,2014,Racing,Ubisoft
Project Gotham Racing 2 (JP weekly sales),XB,2003,Action,Microsoft Game Studios
Suujin Taisen,DS,2007,Strategy,Nintendo
Best Friends Tonight,DS,2010,Misc,Ubisoft
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo
GunGriffon: Allied Strike,XB,2004,Simulation,Microsoft Game Studios
Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios
Alter Ego,PC,1985,Simulation,Activision
Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo
Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft
Shaun White Skateboarding,PC,2010,Sports,Ubisoft
NBA 2K13,PC,2012,Sports,Take-Two Interactive
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft
Transformers: Devastation,PC,2015,Action,Activision
Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo
Who Wants to be a Millionaire: 2nd Edition,Wii,2008,Misc,Ubisoft
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision
Resident Evil 4,PC,2007,Action,Ubisoft
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision
Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision
Petz: Dolphinz Encounter,DS,2009,Simulation,Ubisoft
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft
Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive
007: Quantum of Solace,PC,2008,Action,Activision
Pimp My Ride: Street Racing,DS,2009,Racing,Activision
Planet of the Apes,GBA,2001,Action,Ubisoft
Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision
Driver: Parallel Lines,Wii,2007,Racing,Ubisoft
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios
Calcio Bit,GBA,2006,Sports,Nintendo
Monsters vs. Aliens,PC,2009,Action,Activision
1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo
Syberia II,XB,2004,Adventure,Ubisoft
Totally Spies! Totally Party,PC,2008,Misc,Ubisoft
The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft
Ghostbusters (2016),PS4,2016,Action,Activision
Prince of Persia (2008),PC,2008,Action,Ubisoft
Max Payne,GBA,2003,Shooter,Take-Two Interactive
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive
NBA 2K7,XB,2006,Sports,Take-Two Interactive
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive
The Legend of Korra (3DS),3DS,2014,Strategy,Activision
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios
Imagine: Sweet 16,DS,2010,Simulation,Ubisoft
Open Season,PS2,2006,Platform,Ubisoft
X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision
The Peanuts Movie: Snoopy's Grand Adventure,X360,2015,Action,Activision
Ghostbusters (2016),XOne,2016,Action,Activision
Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft
World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,Activision
Viva Pinata,PC,2007,Simulation,Microsoft Game Studios
Teddy Together,3DS,2016,Simulation,Nintendo
The Voice,PS3,2014,Action,Activision
Rapala for Kinect,X360,2011,Sports,Activision
Wii de Asobu: Metroid Prime,Wii,0,Shooter,Nintendo
Wii de Asobu: Metroid Prime,Wii,0,Shooter,Nintendo
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft
Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft
Kung Fu Panda,PC,2008,Action,Activision
Shanghai: True Valor,PS,1998,Puzzle,Activision
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft
Enchanted Arms (JP sales),X360,2006,Role-Playing,Ubisoft
Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft
Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision
Max Payne,PC,2001,Shooter,Take-Two Interactive
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft
Rugby World Cup 2015,XOne,2015,Sports,Ubisoft
Zathura,XB,2005,Adventure,Take-Two Interactive
Quake 4,PC,2005,Shooter,Activision
Fallout Trilogy,PC,2004,Role-Playing,Ubisoft
Spider-Man: Web of Shadows,PC,2008,Action,Activision
Spider-Man 3,PC,2007,Platform,Activision
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,Activision
Pippa Funnell: Ranch Rescue,Wii,2007,Adventure,Ubisoft
Largo Winch .// Commando Sar,PS,2002,Adventure,Ubisoft
Motocross Mania 3,XB,2005,Racing,Take-Two Interactive
Worms,X360,2007,Strategy,Microsoft Game Studios
Spanish for Everyone!,DS,2007,Puzzle,Activision
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009,Shooter,Activision
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft
Uru: Ages Beyond Myst,PC,2003,Adventure,Ubisoft
Charlie's Angels,GC,2003,Action,Ubisoft
WRC 2: FIA World Rally Championship,PC,2011,Racing,Ubisoft
Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft
The Mummy,GBA,2002,Action,Ubisoft
The Crew: Wild Run,PC,2015,Action,Ubisoft
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision
James Bond 007: Blood Stone,PC,2010,Shooter,Activision
The Crew: Wild Run,XOne,2015,Action,Ubisoft
Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios
The Hustle: Detroit Streets,XB,2006,Sports,Activision
Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft
Stronghold Legends,PC,2006,Strategy,Take-Two Interactive
Lost: Via Domus,PC,2008,Action,Ubisoft
LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft
Big Bass Fishing,PS,2002,Action,Take-Two Interactive
Gears of War,PC,2007,Shooter,Microsoft Game Studios
Star Trek: Legacy,PC,2006,Simulation,Ubisoft
Davis Cup Tennis,GBA,2002,Sports,Ubisoft
Pro Rally,GC,2002,Racing,Ubisoft
XCOM 2,XOne,2016,Strategy,Take-Two Interactive
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision
Exhibition Volume 6,XB,2004,Misc,Microsoft Game Studios
Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,Nintendo
Transformers: Prime,Wii,2012,Action,Activision
Enemy Territory: Quake Wars,PC,2007,Shooter,Activision
Jet Impulse,DS,0,Simulation,Nintendo
Rayman 10th Anniversary,GBA,2005,Platform,Ubisoft
Pippa Funnell 2: Farm Adventures,DS,2007,Simulation,Ubisoft
Sid Meier's Civilization Revolution 2+,PSV,2015,Strategy,Take-Two Interactive
Blackthorne,GBA,2003,Action,Activision
Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo
Serious Sam II,PC,2005,Shooter,Take-Two Interactive
Call of Juarez,PC,2006,Shooter,Ubisoft
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006,Shooter,Ubisoft
Totally Spies! Totally Party,PS2,2008,Misc,Ubisoft
Impossible Creatures,PC,2002,Strategy,Microsoft Game Studios
Rayman Raving Rabbids,PC,2006,Misc,Ubisoft
Banjo-Kazooie,X360,2008,Platform,Microsoft Game Studios
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005,Adventure,Activision
World Poker Tour,GBA,2005,Misc,Take-Two Interactive
Grand Theft Auto III,PC,2002,Action,Take-Two Interactive
Nintendogs and Cats Golden Retriever and New Friends,3DS,2011,Action,Nintendo
Who Wants to be a Millionaire: 2nd Edition,DS,2008,Misc,Ubisoft
Spider-Man: Friend or Foe,PC,2007,Action,Activision
Marvel: Ultimate Alliance,PC,2006,Role-Playing,Activision
Slide Adventure: Mag Kid,DS,2007,Action,Nintendo
Surf's Up,GC,2007,Sports,Ubisoft
Tetris Ultimate,PSV,2014,Puzzle,Ubisoft
Moto Racer Advance,GBA,2002,Racing,Ubisoft
Jam Sessions: Sing and Play Guitar (jp sales),DS,2007,Misc,Ubisoft
RalliSport Challenge(JP sales),XB,2002,Racing,Microsoft Game Studios
Greg Hastings' Tournament Paintball Max'd,PS2,2006,Shooter,Activision
Monster Jam,PC,2007,Racing,Activision
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo
NHL 2K7,XB,2006,Sports,Take-Two Interactive
"Crouching Tiger, Hidden Dragon",XB,2003,Action,Ubisoft
TrackMania Turbo,PC,2016,Action,Ubisoft
Petz: Hamsterz Life 2,GBA,2007,Misc,Ubisoft
The Amazing Spider-Man 2 (2014),PC,2014,Action,Activision
Teenage Mutant Ninja Turtles (3DS),3DS,2013,Action,Activision
Madagascar: Escape 2 Africa,PC,2008,Action,Activision
